,id,relevance
157,536,2.33
158,542,2.33
159,544,3.0
160,549,2.33
161,551,2.33
162,557,2.0
163,559,2.0
164,562,2.33
165,563,2.67
166,568,2.33
167,571,3.0
168,572,2.67
169,573,2.33
170,576,2.33
171,581,3.0
172,582,2.33
173,583,2.33
174,584,3.0
175,585,2.0
176,591,2.33
177,593,2.33
178,595,2.33
179,600,3.0
180,605,2.33
181,606,2.33
182,611,2.33
183,619,2.33
184,626,2.33
185,630,3.0
186,634,2.33
187,635,3.0
188,636,2.33
189,637,2.33
190,640,2.33
191,642,3.0
192,643,3.0
193,644,2.33
194,646,2.0
195,652,2.0
196,653,2.33
197,659,2.33
198,660,3.0
199,661,3.0
200,662,2.33
201,663,3.0
202,666,3.0
203,668,2.67
204,669,2.33
205,670,2.33
206,671,2.33
207,674,2.33
208,677,2.33
209,679,3.0
210,680,2.33
211,682,2.67
212,686,3.0
213,687,2.33
214,688,2.33
215,690,2.67
216,691,2.33
217,696,2.33
218,700,2.33
219,712,3.0
220,713,3.0
221,715,3.0
222,718,2.33
223,722,2.0
224,726,3.0
225,731,3.0
226,734,2.33
227,737,2.33
228,739,2.67
229,740,2.33
230,742,2.67
231,743,3.0
232,745,2.33
233,748,2.33
234,749,2.33
235,751,2.33
236,753,2.33
237,756,3.0
238,758,2.33
239,759,2.67
240,760,3.0
241,763,2.67
242,764,2.33
243,765,2.33
244,771,2.33
245,773,2.33
246,778,2.33
247,784,3.0
248,787,2.33
249,790,2.33
250,791,2.33
251,800,3.0
252,801,2.33
253,811,2.33
254,812,2.33
255,817,2.33
256,818,3.0
257,819,2.67
258,824,3.0
259,826,3.0
260,828,2.67
261,831,3.0
262,832,3.0
263,837,2.33
264,843,3.0
265,844,3.0
266,847,2.0
267,852,2.33
268,857,3.0
269,862,3.0
270,867,3.0
271,868,2.33
272,869,2.33
273,872,2.33
274,876,3.0
275,878,2.33
276,881,2.33
277,882,3.0
278,885,3.0
279,886,1.67
280,893,2.33
281,894,2.33
282,895,2.67
283,898,3.0
284,899,3.0
285,902,2.33
286,908,2.33
287,909,2.33
288,910,2.67
289,912,2.33
290,918,2.33
291,922,3.0
292,923,3.0
293,928,3.0
294,929,2.33
295,934,2.33
296,940,3.0
297,944,2.33
298,954,2.67
299,958,3.0
300,962,3.0
301,963,2.33
302,969,3.0
303,974,2.33
304,978,2.33
305,984,2.33
306,991,3.0
307,1000,2.33
308,1001,2.33
309,1004,3.0
310,1007,3.0
311,1008,2.33
312,1019,2.33
313,1020,3.0
314,1022,2.33
315,1026,2.33
316,1028,2.33
317,1031,2.33
318,1038,3.0
319,1040,2.33
320,1051,3.0
321,1053,3.0
322,1056,2.33
323,1060,3.0
324,1062,3.0
325,1065,2.33
326,1068,2.33
327,1072,3.0
328,1073,2.67
329,1074,3.0
330,1076,3.0
331,1080,2.33
332,1081,3.0
333,1083,2.33
334,1084,2.33
335,1086,2.33
336,1090,2.33
337,1095,2.33
338,1097,2.33
339,1098,2.33
340,1101,2.33
341,1103,2.33
342,1104,2.0
343,1107,2.33
344,1108,2.33
345,1116,3.0
346,1121,2.0
347,1128,3.0
348,1129,3.0
349,1132,2.33
350,1134,3.0
351,1135,2.0
352,1138,2.33
353,1142,3.0
354,1145,2.33
355,1146,3.0
356,1148,2.33
357,1151,3.0
358,1155,2.67
359,1159,2.33
360,1164,2.33
361,1165,2.33
362,1168,2.33
363,1171,2.0
364,1172,3.0
365,1176,2.33
366,1177,2.33
367,1180,2.33
368,1185,3.0
369,1191,3.0
370,1192,3.0
371,1195,2.67
372,1196,3.0
373,1205,2.33
374,1206,2.33
375,1208,2.33
376,1212,2.33
377,1215,2.33
378,1216,2.33
379,1218,2.33
380,1220,2.33
381,1224,3.0
382,1227,2.33
383,1228,2.33
384,1230,2.33
385,1231,3.0
386,1237,3.0
387,1238,3.0
388,1243,3.0
389,1248,2.33
390,1252,3.0
391,1253,2.33
392,1257,2.33
393,1266,2.33
394,1267,3.0
395,1273,2.33
396,1275,2.33
397,1276,3.0
398,1279,2.67
399,1287,2.67
400,1289,2.33
401,1291,2.33
402,1296,3.0
403,1300,2.33
404,1302,2.33
405,1303,3.0
406,1316,2.33
407,1317,2.33
408,1320,3.0
409,1323,2.33
410,1326,2.67
411,1335,2.67
412,1338,2.67
413,1340,2.33
414,1344,2.33
415,1345,2.33
416,1347,2.67
417,1348,2.33
418,1349,2.33
419,1355,2.33
420,1356,3.0
421,1357,2.67
422,1359,2.67
423,1364,3.0
424,1366,2.33
425,1377,2.33
426,1387,2.33
427,1388,2.33
428,1394,2.33
429,1395,2.33
430,1397,2.33
431,1399,2.67
432,1401,3.0
433,1403,2.33
434,1405,3.0
435,1408,3.0
436,1414,3.0
437,1419,3.0
438,1422,2.33
439,1427,3.0
440,1431,3.0
441,1433,2.33
442,1434,3.0
443,1436,2.0
444,1439,2.33
445,1443,3.0
446,1444,2.33
447,1449,2.33
448,1453,2.33
449,1454,2.67
450,1458,3.0
451,1468,3.0
452,1471,2.33
453,1472,2.33
454,1473,2.33
455,1479,2.33
456,1481,2.67
457,1483,2.33
458,1486,2.33
459,1487,2.33
460,1490,2.67
461,1491,2.33
462,1492,2.33
463,1496,2.67
464,1497,3.0
465,1501,2.33
466,1504,2.33
467,1506,2.33
468,1509,2.33
469,1512,2.33
470,1528,3.0
471,1538,3.0
472,1542,2.33
473,1546,3.0
474,1548,3.0
475,1554,3.0
476,1560,2.67
477,1561,2.33
478,1562,2.0
479,1568,3.0
480,1569,2.67
481,1571,2.33
482,1572,2.33
483,1576,3.0
484,1577,3.0
485,1578,2.33
486,1587,2.33
487,1588,2.33
488,1593,2.67
489,1595,3.0
490,1609,2.33
491,1610,2.33
492,1612,1.67
493,1616,2.33
494,1617,2.33
495,1622,3.0
496,1624,2.0
497,1627,3.0
498,1633,2.33
499,1634,3.0
500,1637,3.0
501,1640,3.0
502,1643,3.0
503,1645,2.33
504,1647,2.33
505,1648,2.33
506,1653,2.33
507,1654,2.33
508,1655,3.0
509,1656,2.33
510,1657,2.33
511,1661,3.0
512,1664,2.33
513,1667,2.33
514,1669,3.0
515,1670,2.0
516,1671,2.33
517,1672,2.33
518,1673,2.33
519,1675,3.0
520,1677,2.33
521,1681,3.0
522,1691,3.0
523,1692,3.0
524,1696,2.33
525,1702,2.33
526,1703,2.33
527,1704,3.0
528,1705,3.0
529,1713,3.0
530,1715,3.0
531,1721,3.0
532,1722,2.33
533,1724,2.33
534,1726,3.0
535,1731,2.33
536,1733,2.33
537,1738,3.0
538,1740,2.33
539,1741,3.0
540,1742,2.33
541,1746,2.0
542,1749,2.67
543,1753,2.33
544,1762,2.33
545,1765,2.33
546,1771,3.0
547,1774,3.0
548,1777,2.33
549,1779,2.33
550,1780,2.67
551,1782,2.33
552,1784,3.0
553,1785,2.33
554,1786,2.0
555,1790,2.33
556,1797,3.0
557,1804,2.33
558,1805,2.33
559,1811,2.33
560,1815,2.33
561,1816,2.33
562,1818,3.0
563,1821,2.67
564,1824,3.0
565,1829,2.33
566,1830,2.0
567,1835,3.0
568,1841,2.33
569,1844,3.0
570,1845,3.0
571,1846,2.0
572,1847,3.0
573,1848,2.33
574,1851,2.33
575,1852,3.0
576,1853,2.33
577,1855,2.67
578,1858,3.0
579,1861,3.0
580,1862,2.33
581,1867,3.0
582,1868,2.33
583,1870,2.33
584,1872,2.33
585,1875,2.33
586,1881,2.33
587,1883,2.0
588,1894,3.0
589,1896,2.33
590,1899,2.33
591,1907,3.0
592,1914,2.33
593,1915,3.0
594,1918,2.33
595,1920,2.33
596,1921,3.0
597,1922,2.0
598,1923,2.33
599,1924,2.33
600,1927,2.33
601,1931,2.33
602,1933,2.33
603,1939,3.0
604,1941,2.33
605,1943,2.33
606,1956,3.0
607,1959,2.33
608,1961,3.0
609,1963,2.33
610,1964,2.33
611,1966,2.0
612,1967,2.0
613,1970,2.0
614,1977,2.33
615,1979,2.0
616,1982,2.33
617,1983,3.0
618,1987,3.0
619,1989,2.33
620,1994,2.33
621,1998,2.0
622,2000,2.33
623,2001,2.0
624,2002,2.33
625,2003,2.33
626,2006,2.0
627,2008,3.0
628,2011,2.33
629,2013,2.67
630,2019,2.33
631,2021,2.33
632,2022,2.67
633,2023,2.33
634,2024,2.33
635,2025,2.67
636,2029,2.33
637,2037,3.0
638,2039,3.0
639,2041,2.0
640,2042,2.33
641,2047,2.33
642,2050,3.0
643,2052,2.33
644,2056,2.33
645,2060,3.0
646,2062,2.33
647,2064,2.33
648,2065,2.33
649,2066,2.33
650,2070,3.0
651,2073,2.33
652,2074,2.33
653,2081,3.0
654,2082,2.67
655,2083,3.0
656,2085,2.33
657,2086,3.0
658,2088,2.33
659,2089,2.0
660,2095,2.33
661,2097,3.0
662,2098,2.67
663,2103,2.33
664,2106,2.33
665,2107,3.0
666,2109,3.0
667,2113,2.33
668,2115,3.0
669,2117,2.33
670,2118,2.33
671,2126,2.67
672,2130,2.0
673,2133,2.33
674,2136,2.33
675,2137,2.33
676,2139,2.33
677,2146,2.33
678,2148,2.33
679,2149,3.0
680,2151,2.33
681,2153,2.33
682,2154,3.0
683,2157,2.33
684,2158,3.0
685,2160,2.33
686,2163,3.0
687,2166,2.33
688,2167,2.33
689,2169,2.67
690,2173,3.0
691,2176,3.0
692,2181,2.67
693,2182,3.0
694,2188,2.67
695,2189,2.67
696,2190,2.67
697,2201,2.33
698,2204,2.33
699,2206,3.0
700,2210,3.0
701,2211,2.33
702,2218,2.33
703,2222,2.33
704,2224,2.67
705,2226,2.67
706,2237,2.67
707,2242,2.33
708,2245,2.67
709,2248,2.33
710,2251,3.0
711,2257,3.0
712,2258,3.0
713,2259,3.0
714,2270,2.33
715,2273,2.33
716,2275,2.33
717,2277,2.33
718,2279,2.0
719,2281,2.33
720,2283,2.33
721,2284,2.67
722,2288,3.0
723,2291,2.33
724,2292,2.0
725,2293,2.33
726,2297,2.67
727,2298,2.33
728,2299,3.0
729,2300,2.67
730,2303,2.67
731,2306,1.67
732,2310,3.0
733,2312,3.0
734,2315,3.0
735,2321,3.0
736,2323,2.33
737,2325,2.33
738,2326,2.33
739,2328,2.33
740,2333,2.33
741,2334,2.0
742,2339,2.33
743,2346,2.33
744,2351,2.33
745,2359,2.33
746,2365,2.33
747,2369,2.33
748,2374,2.33
749,2375,2.33
750,2381,3.0
751,2385,2.33
752,2393,2.0
753,2398,2.33
754,2403,2.0
755,2409,2.0
756,2410,2.33
757,2413,2.33
758,2416,2.0
759,2420,2.33
760,2421,2.33
761,2423,2.33
762,2424,2.33
763,2426,2.33
764,2433,2.33
765,2435,3.0
766,2439,2.33
767,2442,3.0
768,2443,2.33
769,2448,3.0
770,2449,2.33
771,2451,2.33
772,2453,2.0
773,2455,2.33
774,2456,3.0
775,2461,3.0
776,2462,3.0
777,2464,3.0
778,2465,2.33
779,2466,3.0
780,2468,3.0
781,2470,3.0
782,2471,2.33
783,2474,2.33
784,2475,2.33
785,2478,2.33
786,2484,3.0
787,2485,2.33
788,2489,2.33
789,2490,2.33
790,2500,3.0
791,2502,2.33
792,2507,3.0
793,2513,3.0
794,2514,3.0
795,2515,3.0
796,2516,3.0
797,2534,2.33
798,2535,1.67
799,2538,3.0
800,2539,3.0
801,2540,3.0
802,2545,3.0
803,2551,2.33
804,2555,2.33
805,2556,2.33
806,2562,2.33
807,2571,3.0
808,2575,3.0
809,2578,2.33
810,2581,2.0
811,2582,2.33
812,2585,2.33
813,2592,3.0
814,2598,3.0
815,2604,2.33
816,2605,2.33
817,2608,2.67
818,2616,3.0
819,2617,2.33
820,2621,2.33
821,2622,2.33
822,2626,3.0
823,2627,2.33
824,2628,3.0
825,2636,2.0
826,2642,3.0
827,2643,3.0
828,2654,2.33
829,2657,2.33
830,2660,2.33
831,2662,2.33
832,2666,2.33
833,2669,2.33
834,2670,2.33
835,2671,2.33
836,2672,2.33
837,2673,2.33
838,2675,3.0
839,2677,2.33
840,2680,2.33
841,2685,2.33
842,2686,3.0
843,2688,3.0
844,2691,2.67
845,2695,3.0
846,2696,2.33
847,2697,2.67
848,2698,3.0
849,2700,2.33
850,2704,2.0
851,2708,2.33
852,2709,3.0
853,2710,2.33
854,2712,3.0
855,2715,3.0
856,2725,2.33
857,2728,2.33
858,2729,3.0
859,2733,2.33
860,2735,2.33
861,2736,2.33
862,2737,2.67
863,2741,2.33
864,2744,3.0
865,2750,2.0
866,2752,2.33
867,2755,2.33
868,2758,3.0
869,2768,3.0
870,2777,3.0
871,2782,2.0
872,2784,3.0
873,2785,2.33
874,2786,2.33
875,2787,3.0
876,2791,2.67
877,2796,3.0
878,2798,3.0
879,2800,3.0
880,2802,2.0
881,2808,3.0
882,2816,2.33
883,2818,2.33
884,2820,2.33
885,2823,3.0
886,2826,2.33
887,2831,2.33
888,2833,2.67
889,2834,2.33
890,2835,3.0
891,2836,2.33
892,2838,2.33
893,2839,2.33
894,2841,3.0
895,2845,3.0
896,2846,3.0
897,2847,3.0
898,2853,2.33
899,2855,3.0
900,2859,3.0
901,2861,2.0
902,2865,2.33
903,2866,2.33
904,2867,3.0
905,2869,3.0
906,2870,3.0
907,2871,2.67
908,2872,2.33
909,2874,2.33
910,2875,2.33
911,2876,3.0
912,2880,3.0
913,2882,2.33
914,2883,2.33
915,2885,2.33
916,2887,2.0
917,2892,2.33
918,2894,2.67
919,2895,2.67
920,2896,3.0
921,2897,3.0
922,2898,2.33
923,2899,2.33
924,2901,2.33
925,2902,3.0
926,2905,2.33
927,2909,2.33
928,2912,2.33
929,2914,2.0
930,2915,2.33
931,2918,2.33
932,2920,2.0
933,2921,3.0
934,2924,2.0
935,2932,2.33
936,2935,3.0
937,2943,2.33
938,2944,2.33
939,2949,2.33
940,2958,2.33
941,2964,3.0
942,2966,2.0
943,2968,3.0
944,2971,2.33
945,2973,2.33
946,2974,2.33
947,2975,2.33
948,2976,2.33
949,2980,3.0
950,2984,2.33
951,2987,2.33
952,2990,2.0
953,2991,2.33
954,3002,2.33
955,3004,2.33
956,3008,2.33
957,3010,2.33
958,3012,2.33
959,3013,2.33
960,3017,2.33
961,3021,2.0
962,3026,2.33
963,3029,2.33
964,3030,2.33
965,3032,2.33
966,3036,2.33
967,3039,2.33
968,3044,2.33
969,3050,2.67
970,3055,2.33
971,3056,3.0
972,3066,2.33
973,3067,2.33
974,3069,2.33
975,3070,2.33
976,3076,2.33
977,3078,2.67
978,3079,2.33
979,3082,2.33
980,3086,2.33
981,3089,2.33
982,3092,2.67
983,3096,2.33
984,3098,2.33
985,3101,2.33
986,3104,3.0
987,3105,3.0
988,3114,3.0
989,3115,2.33
990,3116,2.33
991,3121,3.0
992,3126,3.0
993,3127,2.33
994,3128,2.33
995,3134,2.33
996,3135,2.33
997,3136,2.0
998,3138,3.0
999,3139,2.0
1000,3140,2.33
1001,3143,2.33
1002,3144,2.33
1003,3147,2.33
1004,3151,2.33
1005,3159,3.0
1006,3161,3.0
1007,3163,2.33
1008,3165,3.0
1009,3170,2.33
1010,3171,2.33
1011,3172,2.33
1012,3179,2.33
1013,3181,2.33
1014,3187,3.0
1015,3190,3.0
1016,3192,2.33
1017,3194,3.0
1018,3199,3.0
1019,3200,3.0
1020,3202,3.0
1021,3211,3.0
1022,3213,2.33
1023,3214,2.33
1024,3215,2.33
1025,3223,2.33
1026,3225,3.0
1027,3227,3.0
1028,3229,2.33
1029,3231,2.33
1030,3232,2.33
1031,3235,2.33
1032,3238,2.33
1033,3241,3.0
1034,3246,2.0
1035,3249,3.0
1036,3250,2.67
1037,3254,2.33
1038,3256,2.33
1039,3260,2.33
1040,3268,2.33
1041,3270,3.0
1042,3272,3.0
1043,3274,3.0
1044,3276,3.0
1045,3281,2.33
1046,3285,3.0
1047,3288,2.67
1048,3292,2.33
1049,3295,2.33
1050,3301,2.33
1051,3304,2.33
1052,3309,2.33
1053,3311,2.33
1054,3312,2.33
1055,3314,2.33
1056,3315,1.67
1057,3322,2.33
1058,3323,2.33
1059,3327,2.33
1060,3328,3.0
1061,3330,3.0
1062,3331,2.33
1063,3333,3.0
1064,3338,3.0
1065,3341,2.33
1066,3342,3.0
1067,3344,2.33
1068,3346,2.33
1069,3348,2.33
1070,3354,2.33
1071,3356,2.33
1072,3359,3.0
1073,3360,2.0
1074,3366,3.0
1075,3369,1.33
1076,3374,2.33
1077,3388,2.33
1078,3389,2.33
1079,3391,2.33
1080,3392,3.0
1081,3397,2.0
1082,3400,2.33
1083,3403,2.0
1084,3406,2.33
1085,3407,2.33
1086,3410,2.33
1087,3411,2.33
1088,3412,2.33
1089,3414,2.33
1090,3416,2.33
1091,3417,3.0
1092,3418,2.33
1093,3422,2.33
1094,3430,3.0
1095,3440,2.33
1096,3443,3.0
1097,3446,2.33
1098,3447,2.33
1099,3449,2.67
1100,3453,3.0
1101,3457,2.33
1102,3460,2.33
1103,3470,3.0
1104,3471,3.0
1105,3473,2.33
1106,3475,2.33
1107,3477,2.33
1108,3479,2.33
1109,3485,2.33
1110,3486,3.0
1111,3487,3.0
1112,3488,2.33
1113,3490,3.0
1114,3491,3.0
1115,3494,3.0
1116,3496,3.0
1117,3499,2.33
1118,3506,2.33
1119,3507,2.33
1120,3509,2.33
1121,3513,3.0
1122,3515,2.33
1123,3516,2.33
1124,3517,2.33
1125,3520,2.0
1126,3521,2.33
1127,3522,2.67
1128,3523,2.0
1129,3535,2.33
1130,3536,2.67
1131,3540,2.33
1132,3541,2.33
1133,3543,2.33
1134,3552,2.33
1135,3553,2.33
1136,3558,3.0
1137,3561,3.0
1138,3564,3.0
1139,3570,3.0
1140,3576,2.33
1141,3578,2.33
1142,3579,2.33
1143,3580,2.33
1144,3583,2.67
1145,3584,2.33
1146,3590,2.33
1147,3591,2.33
1148,3597,2.33
1149,3604,2.67
1150,3606,2.0
1151,3610,2.67
1152,3611,2.33
1153,3612,2.33
1154,3614,2.67
1155,3615,2.67
1156,3616,2.67
1157,3618,2.33
1158,3624,2.33
1159,3625,3.0
1160,3627,2.33
1161,3629,2.33
1162,3632,2.33
1163,3635,2.33
1164,3636,2.33
1165,3638,2.33
1166,3639,3.0
1167,3640,3.0
1168,3641,2.33
1169,3643,3.0
1170,3647,2.33
1171,3651,3.0
1172,3657,3.0
1173,3658,3.0
1174,3661,3.0
1175,3665,2.67
1176,3669,2.33
1177,3675,2.33
1178,3678,2.33
1179,3680,2.33
1180,3683,3.0
1181,3685,2.33
1182,3690,2.33
1183,3692,2.33
1184,3695,3.0
1185,3699,3.0
1186,3700,2.33
1187,3702,3.0
1188,3704,2.67
1189,3708,2.33
1190,3710,2.33
1191,3715,3.0
1192,3718,2.33
1193,3719,2.33
1194,3720,2.33
1195,3723,3.0
1196,3725,2.33
1197,3726,2.33
1198,3727,2.33
1199,3731,2.33
1200,3736,2.0
1201,3737,2.33
1202,3739,2.0
1203,3750,3.0
1204,3758,2.33
1205,3760,2.33
1206,3763,2.33
1207,3769,2.33
1208,3773,3.0
1209,3777,3.0
1210,3778,2.33
1211,3781,2.33
1212,3784,2.33
1213,3786,3.0
1214,3791,2.33
1215,3792,2.33
1216,3793,2.67
1217,3794,3.0
1218,3796,1.67
1219,3800,3.0
1220,3802,3.0
1221,3803,2.33
1222,3807,2.33
1223,3809,3.0
1224,3811,3.0
1225,3821,2.33
1226,3822,2.33
1227,3823,3.0
1228,3824,2.33
1229,3826,2.33
1230,3828,2.33
1231,3830,2.33
1232,3835,2.67
1233,3838,2.33
1234,3844,3.0
1235,3846,2.33
1236,3851,2.67
1237,3858,2.33
1238,3859,2.0
1239,3861,2.33
1240,3868,2.33
1241,3878,3.0
1242,3882,2.33
1243,3883,2.0
1244,3887,3.0
1245,3890,2.33
1246,3893,3.0
1247,3894,2.33
1248,3895,2.33
1249,3900,2.33
1250,3901,3.0
1251,3904,2.33
1252,3906,3.0
1253,3909,2.33
1254,3913,2.33
1255,3914,3.0
1256,3916,2.33
1257,3917,2.33
1258,3918,3.0
1259,3921,2.67
1260,3924,3.0
1261,3926,2.33
1262,3929,2.67
1263,3930,2.0
1264,3933,2.33
1265,3934,3.0
1266,3935,2.0
1267,3937,2.0
1268,3940,3.0
1269,3942,3.0
1270,3947,2.33
1271,3952,2.33
1272,3956,2.33
1273,3959,2.33
1274,3960,2.33
1275,3966,3.0
1276,3968,3.0
1277,3971,3.0
1278,3977,2.0
1279,3979,1.33
1280,3980,2.33
1281,3984,2.33
1282,3985,2.33
1283,3988,2.33
1284,3990,2.0
1285,3994,3.0
1286,3997,2.33
1287,4001,2.33
1288,4003,2.33
1289,4004,2.33
1290,4006,2.33
1291,4010,2.33
1292,4011,2.33
1293,4013,2.0
1294,4015,2.33
1295,4016,2.33
1296,4018,2.33
1297,4020,2.33
1298,4022,2.33
1299,4023,2.33
1300,4026,3.0
1301,4031,2.67
1302,4035,3.0
1303,4036,2.33
1304,4043,2.33
1305,4046,2.33
1306,4048,3.0
1307,4049,2.0
1308,4051,2.67
1309,4054,2.33
1310,4056,3.0
1311,4058,3.0
1312,4059,3.0
1313,4061,3.0
1314,4064,2.33
1315,4069,2.33
1316,4071,2.33
1317,4074,2.33
1318,4078,2.33
1319,4080,2.33
1320,4082,2.33
1321,4083,2.33
1322,4085,2.33
1323,4092,2.67
1324,4093,2.33
1325,4096,2.67
1326,4097,2.33
1327,4099,2.33
1328,4101,2.33
1329,4103,2.0
1330,4106,2.33
1331,4108,2.67
1332,4115,2.33
1333,4120,3.0
1334,4121,2.33
1335,4124,2.33
1336,4125,3.0
1337,4127,2.0
1338,4129,3.0
1339,4131,2.67
1340,4132,2.33
1341,4137,3.0
1342,4138,2.33
1343,4142,2.67
1344,4146,3.0
1345,4147,3.0
1346,4148,2.33
1347,4149,2.0
1348,4154,2.33
1349,4155,2.33
1350,4160,2.33
1351,4161,3.0
1352,4163,3.0
1353,4172,2.0
1354,4176,2.67
1355,4177,3.0
1356,4184,3.0
1357,4192,2.33
1358,4193,2.33
1359,4195,2.33
1360,4197,2.33
1361,4201,2.33
1362,4202,2.33
1363,4204,2.33
1364,4208,2.33
1365,4209,2.33
1366,4210,2.33
1367,4212,3.0
1368,4214,1.67
1369,4216,3.0
1370,4217,2.67
1371,4218,2.33
1372,4225,2.33
1373,4226,3.0
1374,4230,3.0
1375,4231,2.33
1376,4233,2.33
1377,4240,2.33
1378,4243,2.33
1379,4245,3.0
1380,4246,2.0
1381,4247,2.67
1382,4253,2.33
1383,4254,2.33
1384,4260,3.0
1385,4261,2.33
1386,4262,3.0
1387,4263,2.0
1388,4264,2.67
1389,4268,2.33
1390,4278,2.67
1391,4281,3.0
1392,4287,2.33
1393,4288,3.0
1394,4296,2.0
1395,4300,2.33
1396,4301,2.33
1397,4302,2.33
1398,4303,3.0
1399,4308,2.67
1400,4310,3.0
1401,4318,2.33
1402,4319,2.33
1403,4327,2.33
1404,4328,2.33
1405,4331,2.33
1406,4332,2.33
1407,4333,3.0
1408,4338,2.33
1409,4339,2.33
1410,4343,3.0
1411,4344,3.0
1412,4345,2.33
1413,4348,2.33
1414,4351,2.33
1415,4352,3.0
1416,4355,3.0
1417,4356,2.33
1418,4365,2.33
1419,4371,3.0
1420,4373,2.33
1421,4375,2.0
1422,4376,2.67
1423,4377,2.33
1424,4380,2.33
1425,4382,2.33
1426,4387,2.33
1427,4389,2.33
1428,4396,2.33
1429,4400,2.67
1430,4401,2.33
1431,4402,3.0
1432,4410,3.0
1433,4415,2.33
1434,4416,2.33
1435,4417,2.33
1436,4422,3.0
1437,4423,3.0
1438,4426,2.33
1439,4427,2.33
1440,4439,2.33
1441,4443,2.33
1442,4444,2.67
1443,4446,2.33
1444,4447,2.67
1445,4451,3.0
1446,4452,2.33
1447,4460,2.67
1448,4461,2.33
1449,4469,2.67
1450,4481,3.0
1451,4482,3.0
1452,4485,2.33
1453,4487,3.0
1454,4491,2.33
1455,4494,3.0
1456,4495,3.0
1457,4496,3.0
1458,4498,3.0
1459,4499,2.33
1460,4500,3.0
1461,4501,2.33
1462,4502,2.33
1463,4503,3.0
1464,4506,1.67
1465,4508,3.0
1466,4510,2.33
1467,4511,3.0
1468,4513,2.67
1469,4515,2.33
1470,4519,2.33
1471,4522,2.33
1472,4523,2.33
1473,4526,2.33
1474,4527,3.0
1475,4530,2.33
1476,4531,2.33
1477,4538,2.33
1478,4540,2.33
1479,4542,2.33
1480,4543,2.67
1481,4544,2.67
1482,4550,3.0
1483,4551,2.33
1484,4554,3.0
1485,4558,2.33
1486,4559,3.0
1487,4562,3.0
1488,4564,3.0
1489,4567,2.33
1490,4569,2.33
1491,4570,2.33
1492,4578,3.0
1493,4579,2.33
1494,4590,1.67
1495,4591,2.33
1496,4594,2.33
1497,4595,2.0
1498,4596,2.33
1499,4599,2.0
1500,4605,2.33
1501,4606,2.33
1502,4607,3.0
1503,4610,2.33
1504,4614,2.33
1505,4616,3.0
1506,4621,2.33
1507,4629,3.0
1508,4632,2.33
1509,4636,3.0
1510,4643,2.67
1511,4646,2.33
1512,4648,2.33
1513,4650,2.33
1514,4655,3.0
1515,4656,2.0
1516,4658,2.0
1517,4662,2.33
1518,4663,2.33
1519,4665,2.33
1520,4669,2.33
1521,4673,2.33
1522,4680,3.0
1523,4683,2.33
1524,4690,3.0
1525,4692,2.33
1526,4693,2.33
1527,4695,2.33
1528,4696,2.33
